,yx,xy
0,69.86808349577629,62.34158006126826
1,66.06665157267626,62.11557403288409
2,57.98313360100782,51.223672083502365
3,64.30639050906635,60.879470224550396
4,69.87128160845975,64.56212965887259
5,81.61329147232044,73.62581967676024
6,57.901138839738735,52.59569775082387
7,85.060849400656,78.3679508767861
8,80.75780711826349,72.63687868092812
9,65.97507264493551,57.471765491618704
10,79.75134055442945,65.1833965186965
11,74.73221242536515,68.42926832976913
12,72.54069763191471,68.32107163810971
13,64.6436787262708,60.006551985366485
14,63.81920125206928,54.50163450685271
15,76.06771244358464,62.378804659798114
16,67.06220858616054,61.87240284488871
17,62.729973956584644,54.76132547077995
18,72.8582537116456,69.69573371260542
19,73.24958477624992,68.7360207886643
20,81.5385755733017,77.5700339965115
21,78.47544075737714,68.60513482560735
22,66.80472870657634,57.96807213713744
23,82.8707286005988,70.88684308252726
24,70.68886290972331,69.65159433230477
25,61.004103961849395,51.273332829218155
26,67.05360475106126,67.43802214234917
27,73.78957833902106,64.12425735462767
28,67.43986998683303,62.226224148969365
29,70.06432410107918,67.95791745137568
30,59.95903125757965,55.515343681709716
31,68.72871607433599,63.194389053849505
32,71.20235230507537,64.06904871631282
33,71.72370644760514,60.20048452272658
34,67.33817234806988,58.375718379746225
35,61.05419379003118,51.81929190461463
36,73.33076699103388,68.44853264813382
37,70.37464996439623,63.51823914163313
38,65.04530701043397,59.07471451281036
39,72.82802995030718,70.33964711199746
40,60.26303490547729,59.1958699848976
41,77.01663184046586,65.49583518972744
42,65.37708448062243,54.381055910096954
43,88.4253665107093,77.27497575647047
44,76.55412832328707,67.63964628076386
45,84.12289772043864,76.83739213712748
46,72.25309578761016,66.9897731385533
47,74.48547710408009,65.2516282638945
48,65.89662238954239,61.244493466709635
49,72.74110981767943,71.16382523015515
50,78.2040191986613,65.21670914849561
51,77.9895848755555,67.34297115282158
52,76.83151888519969,64.72933866472182
53,72.92920163237787,61.418696042955524
54,66.40208045566294,68.71233717311735
55,74.52645489412029,63.33716155948421
56,57.57844833147641,54.908012486230355
57,65.01462702861738,52.0067666996089
58,76.484606902113,64.28458487732325
59,69.44403631579797,66.02281033678105
60,69.17330482565418,68.60619375109418
61,67.3317043869746,59.37417414528323
62,76.9015049206183,71.22282569293337
63,58.996491843671734,52.85574276736867
64,58.418137919963364,59.0718265998555
65,73.98693761280649,68.42234343756073
66,88.35876424432428,74.11091557136886
67,69.1148995079615,66.385524845683
68,75.16246822686087,69.87100923266587
69,75.87890517596843,65.67005583425097
70,75.8647588395253,71.04478998304464
71,63.815919282631114,61.17476299693218
72,71.60024467569114,63.091985694884244
73,69.15013403267196,67.08471284802587
74,81.79816081791326,69.883876054779
75,79.58533060964986,71.27676840724119
76,83.68188798932619,78.95904863564995
77,81.97976323060836,69.30909564670846
78,70.86399643976802,67.42848689445356
79,68.89162827722453,67.67522114827088
80,73.44754245365456,67.86304900114285
81,85.9917308722524,79.55568056546743
82,70.10603654838106,69.87053958379478
83,73.47998653779898,66.03621406586575
84,73.41783900139242,72.26370611592701
85,79.51322153130954,72.87536630375787
86,71.98497585242741,64.05805225446791
87,70.23739352400415,68.92774738392535
88,63.122642921021225,57.9714505990994
89,77.06730032482598,75.2378575491434
90,69.23317416645249,61.83260681604257
91,66.53362495778406,60.584195694750875
92,72.81650336343276,66.85253229747528
93,71.1545528497948,66.28323110437852
94,67.85753716713332,59.118851453942696
95,60.98549413877832,51.84210182374019
96,76.10454504384157,69.27640303357921
97,75.07569198762704,61.20029519516278
98,75.07453767878982,69.98567398756722
99,65.67491413399394,54.864912002636146
100,66.60342480017368,60.30062687790976
101,53.44662218460351,45.21687998129922
102,74.86306505426825,69.55997268333309
103,69.66979435856092,63.98275215086208
104,81.90555169225833,70.775094312397
105,73.6760214370352,71.48663863307495
106,71.00725086130772,59.06057681834242
107,86.33871034928751,80.08786802460934
108,63.984559055831994,66.53432531115291
109,82.05839652041884,70.36051649133886
110,82.06924825143449,70.6688738067437
111,63.355572309089816,63.50960525255843
112,77.84739987695511,67.49953444661331
113,70.86173373838915,70.58947694297777
114,66.5167273788193,60.37200352049765
115,72.33187502504654,58.312377610724276
116,75.90117242130323,73.98491147213701
117,65.73126474231775,62.14838495171511
118,84.30941852639668,80.07836871183726
119,77.80082948355451,69.53611903910839
120,79.61120815628327,72.98390575122629
121,75.78445544734673,67.55560441293846
122,69.1383668393313,59.16472956765929
123,79.89860633488564,66.37076453928597
124,69.09040633260032,65.89785054148436
125,70.95525750614799,62.59867048850436
126,81.13032932930228,74.89594978419977
127,72.5710079530254,70.33445777187917
128,76.9150908090068,67.8260678952469
129,63.02922972703483,61.7896334456882
130,75.7081999208207,67.00519912711768
131,74.22064204933513,72.68410899159787
132,70.18244749195354,65.13228352335
133,66.55546267486677,52.85273824081342
134,70.94283509244369,60.70660008220676
135,74.99127322406864,66.67409973268289
136,84.83664153648247,78.07879537854579
137,69.69783182904271,60.11550695198685
138,66.92577020114,67.45379729948726
139,79.3317636143456,71.16531520642059
140,75.5847577006288,70.636426538701
141,72.90296852745807,71.14345979991057
142,66.08299113495755,55.646529088396385
143,71.17217561625026,65.98598251411477
144,75.84814900450358,72.45295234982217
145,78.34171447072278,74.18841416028047
146,80.60729881298478,68.73117834271518
147,80.67457196461726,67.27407399477875
148,83.6394699453773,80.35942556198765
149,62.963170737814366,50.07484545650375
150,76.91577615229241,67.10337289832863
151,78.19327545878441,67.89298615961359
152,56.67056782365097,50.81102597962768
153,73.53233564558431,65.53552653385144
154,70.92575364668699,65.79329492574922
155,82.20259781187733,72.20901956160375
156,65.37353105490632,59.79697174764134
157,74.93400467006552,73.14272163227729
158,77.4379227831659,81.15025291198614
159,65.14046556798941,59.59892050619369
160,72.26140792101391,65.60734577035446
161,60.06327287930362,62.66586764812257
162,63.26360379443281,56.34183143414057
163,56.952523240776955,56.40708264163146
164,65.73656431665813,61.49902707615187
165,79.78382284351945,67.9805759004157
166,65.93504816240079,55.05630594325602
167,67.35436169725251,58.85831570703797
168,67.8370318788163,64.04849440399657
169,63.317588621616174,60.48252664211099
170,80.98476189905918,66.82720958112499
171,69.07869176262929,62.633242578648165
172,53.864642632093194,46.1502835871605
173,79.58771005109259,71.47382587211735
174,73.17346486893346,75.44188544047837
175,73.18589603989277,63.87580259532524
176,76.23890580869539,72.71872340021453
177,81.86344374262565,75.17452494489689
178,70.7607163085991,67.00037349954563
179,73.6071048908104,63.80316390203254
180,73.52147752203399,72.80299719612114
181,82.91550328467473,81.87477292478776
182,81.8477032251161,70.13674499944395
183,69.82728043323053,64.44970801028559
184,69.57982795284742,65.97811913244031
185,64.99851796640485,62.891050329251044
186,76.61414937257138,73.07462169139872
187,73.93627349907929,61.648394343418246
188,70.58034647139117,72.64478684077913
189,62.42888579981028,54.6565176055674
190,73.04030414105839,68.87497373851059
191,62.476001576651015,51.834317235472085
192,77.29746977596277,73.47030700027027
193,61.95325033431697,62.39421697314265
194,70.78039243242003,63.34700982210497
195,72.63951224905784,69.05978408575393
196,70.19179969020634,62.74177273910171
197,62.92593424077056,55.22558388532218
198,67.15268989822438,70.69484430642905
199,71.50646704830042,67.53224508551507
200,78.26674115636919,70.83284786943966
201,69.08942849349827,66.84969588682483
202,69.10701134411765,63.64126718681116
203,78.76783744243161,74.01338306325373
204,67.93063474332604,59.93643889986248
205,59.83625189168484,53.21099613427508
206,73.26822248929821,70.88554843035895
207,76.82713881071587,69.0718118153393
208,72.0063607325461,63.38043301585978
209,66.73501071065071,65.09087130230134
210,79.96745091723986,69.23958151176812
211,65.3275110203674,58.85231402026305
212,69.1454376141333,66.68430051833595
213,74.28519289300795,69.66968261324168
214,68.31722441555569,63.39898988963862
215,79.33273199686974,70.11878693470081
216,69.33488951617335,64.5470100550889
217,70.45918968545416,70.83672369350457
218,71.66654449454298,63.099067156776
219,66.64200730878751,64.54452787227638
220,66.37518923129568,59.50956882996456
221,72.14358327815512,66.39591388481492
222,73.02945548602976,70.23716624737646
223,66.21021500061799,62.866466859093876
224,73.31148508099209,66.32496122260113
225,62.9149584918204,58.582243629161354
226,80.6639222890378,71.63333109731046
227,65.86419785004027,60.75828500100379
228,65.99107020438768,63.14032131109576
229,70.62069241291238,61.77507271921624
230,72.40353162999324,68.73892745493424
231,79.41559317684774,73.52258234026098
232,75.34276259306678,64.66320552536118
233,69.30872333062743,58.09662035819093
234,61.46581592073702,53.330396383952554
235,74.98261477104857,71.86851873467378
236,69.52818144220909,64.08485289290734
237,65.2765713217689,68.3652549460982
238,79.03304519633217,74.72689389891408
239,59.46735002500089,54.82774198143148
240,78.46496346375237,68.81187330708043
241,63.36100091497639,59.4259698665332
242,60.36562194855497,52.21735394515552
243,79.94084972557,70.96062840586256
244,68.14835182676778,60.41920615690053
245,72.55246846890013,69.53318836102873
246,66.53129427398224,53.90595237520559
247,84.26147188574058,74.7243451368609
248,75.79133185532979,66.51208605326653
249,70.80057236996944,64.99497079794178
250,68.20322052976523,60.69924153180572
251,74.28948113412864,67.71687602718652
252,66.6499034246818,62.70554641191604
253,69.09015950420866,66.41439874981918
254,74.20566000788406,66.30053429884117
255,64.72983936127108,63.92663114518744
256,64.61657263215399,59.241821924203165
257,68.53608198369608,65.28275433768225
258,71.44623105698352,64.89060526236682
259,61.50138092822332,55.70370908675397
260,70.67109041543368,62.01993129547556
261,75.42546425017346,73.51337469868501
262,80.61645624535754,71.2671376766769
263,64.08465832884217,59.05148451140849
264,64.12506619180351,62.33268882111454
265,71.67372398547228,62.38835057774563
266,64.8646402297625,56.96657807725612
267,69.5893165861086,66.20618665950987
268,67.54646420014137,55.83650553674637
269,70.60567286180866,68.36462505584893
270,61.956507084181375,57.2428537077439
271,73.8892302231101,68.18170181375658
272,84.25958796997158,79.49678561126046
273,69.86575759733884,66.90956032035272
274,64.03298508256354,58.01848498858781
275,76.7039183579717,66.5739733409302
276,58.924989042474735,57.639444105236414
277,85.261862537077,73.34508281376783
278,60.25127282448976,56.66496303386863
279,69.65618019641296,69.56489454899548
280,73.52628787706601,68.0571846843218
281,69.22621930364565,65.86280457246535
282,76.33041022905877,74.54875222113067
283,72.69305392939884,65.8282476331821
284,65.95293293277281,64.04654455907172
285,74.61611914416244,67.83723846400787
286,65.84023600988422,61.45587279498922
287,67.9022686803765,66.64602845241063
288,73.54942623707676,74.84736825988948
289,72.95974647521437,63.30968884813389
290,81.6576435895937,71.77345453749533
291,62.00015367064069,58.16361916837364
292,76.83418707228998,72.99310999263288
293,69.28573877485704,63.52325447753509
294,90.84654552204208,89.26169222782406
295,71.54503159668396,69.46523836139008
296,71.37034273186926,66.95370693554074
297,74.5999945675869,66.08494515633024
298,78.49761069744893,69.10562365394136
299,66.47574716392069,61.98558179526959
300,74.05071882830111,70.20210507571515
301,49.47100713044432,45.98394621788776
302,68.61764629904243,65.95647416043614
303,76.52857882565233,71.3764023602375
304,68.3369144260793,58.63370828061307
305,63.58907458366799,62.574864414633105
306,86.51596844348632,78.4555685521082
307,63.85231784266771,58.44970038784681
308,73.97421678280242,66.74151040067483
309,78.11376260375111,66.43083404324146
310,77.46444894655897,69.74908619582921
311,71.70338306963671,62.85251914220074
312,65.02326091804899,62.41121077179144
313,76.0677976444509,69.78226278947248
314,80.29607552955065,70.94880283669785
315,70.80738300015427,64.64395384958597
316,77.81283616521051,68.98484957030915
317,64.64395836443381,71.67252607098132
318,61.9789509098964,58.06980806814469
319,71.45245354024264,63.5277646105131
320,76.84999456262601,71.69396040351707
321,64.98424601163057,64.59457530226751
322,75.35609730926292,62.10555909585072
323,63.07909988257772,58.51694107411525
324,61.000394056739324,53.232005549401485
325,73.78980253199829,66.6820242450582
326,83.24571938598348,80.62229876120062
327,71.15747492849528,69.66365295221999
328,81.81247945848762,69.66377737782827
329,69.76592756368048,57.415588935759196
330,73.79687869070511,64.07343750491903
331,62.78018088034095,59.98384353960944
332,70.24814334776713,63.21799397257773
333,71.93718588418824,71.23156933784261
334,73.35694647553456,63.93833658111998
335,73.0663411726268,69.42681016128341
336,66.8401778976385,63.91694432216088
337,74.13994187190885,69.88860553372722
338,75.76262448730105,78.36575294788267
339,87.44595925278148,75.35217737179221
340,74.18023409368074,72.97849228558823
341,85.17347789381552,78.65614950644664
342,75.06677906642075,71.43001525145434
343,78.22510482016507,75.04917724520789
344,61.763276934948834,56.43472706364202
345,64.58759349278021,57.12379898742752
346,89.60398124651157,77.69631833786204
347,83.63644964966996,76.5986046689259
348,65.75226994929332,59.16546940009405
349,77.26052275235386,70.34692281424944
350,65.92349917040107,65.93815065903432
351,72.17965677970356,69.19592418242917
352,66.64066201928338,69.88913119874304
353,72.8041631824061,58.594341157117945
354,70.69011838987416,71.56913448951413
355,62.57575977088456,63.91548945410944
356,67.37228778125194,65.04008214911556
357,73.75181021945039,63.44242360322046
358,79.39284590430759,76.30077899397251
359,74.34313860110804,62.85184999867738
360,71.65755842896866,66.79993600438887
361,70.42944579727764,64.42358645896947
362,75.02859786180625,71.4977961071915
363,77.01801751325179,72.86392482421097
364,78.16815386607611,74.71748636313346
365,65.66312805070264,55.150058338262305
366,83.30151050128835,73.77769423530783
367,79.30000174331224,75.91541394645631
368,82.17780238680639,76.37796709513907
369,72.09996431903222,64.17981352317929
370,77.51792258835009,75.29550180241114
371,61.632873804449225,63.3946739538963
372,74.81193998592704,64.66868232603277
373,71.50259142140834,67.7963084870464
374,72.04981546332773,68.36941575773382
375,81.36187059563176,77.70122360035693
376,71.9226030230314,70.32529828010104
377,66.28880691869013,61.342549958903376
378,62.14491397739749,53.15998473791726
379,65.91711251178955,66.1375833140792
380,86.32980097051681,81.85672285046218
381,61.04865212904171,55.68535635875698
382,69.38264417602521,65.22127869447372
383,69.42395439100343,69.31591956579608
384,77.50078315822543,66.22524734092914
385,72.19176710285186,68.58367260471289
386,72.36724854524944,67.55553938761368
387,73.36415868202248,65.72189231017934
388,69.55890343676339,62.39058204190497
389,69.34738392473378,66.72033279834201
390,62.68787378260191,55.84305937167311
391,72.19659989946676,56.93628427695084
392,75.35505564731106,68.98804918909572
393,79.15255648668095,74.89001196817847
394,65.14607027809342,62.89834312680747
395,68.72673363939093,62.70029159593073
396,72.69475692602381,69.17741736877328
397,69.59840975292724,66.60772181273344
398,70.85320755780192,65.50540460136484
399,78.20650928991182,75.49214106681426
400,81.33549418879083,73.96141399582733
401,73.13270595752873,67.46431750523395
402,70.78990467816547,63.572990439047764
403,54.83685473050342,53.08589323652693
404,70.46704143772904,63.34463046840061
405,69.97570363631702,68.6270054374156
406,72.89276778683404,65.37694856572088
407,85.37008192618481,82.46834954265209
408,88.94883466412361,83.36876270841968
409,69.06337304670406,59.9082243709034
410,68.82519034670511,67.17621441052079
411,73.69381578181442,72.98276829409541
412,69.4882038587586,59.41059376913635
413,76.89441383334436,75.5514714001874
414,81.56317787748331,77.11965265798254
415,68.57883182725902,60.14758860309909
416,60.107218345061554,56.31436117202982
417,85.49064776278996,76.88337178207401
418,74.86570991177706,64.9419125911766
419,77.14454837077822,65.7437873889237
420,71.38339882641418,66.66774520646351
421,77.14808987754455,66.39485143695582
422,68.64877396275735,60.58821917149206
423,69.01529116704738,59.18084816782083
424,70.48638054423017,60.38474788109556
425,73.66030776872668,64.87856300786258
426,76.21921364127583,66.77718354055219
427,78.5066364191321,71.79818696356205
428,67.61891310423061,59.884253044556836
429,89.03506898659975,73.88783477692725
430,65.49044679460894,56.43458893835121
431,74.94377973401458,63.9120273458624
432,54.51553225853042,51.71588907656142
433,75.84132706896906,71.37768005807116
434,64.14735938628014,56.24137615445535
435,82.0775721724586,69.48030172174653
436,82.33158761726745,77.02346748113362
437,70.21615528808974,70.79078610665321
438,69.0312902704972,57.816136878188836
439,54.02676483729378,52.98420385860609
440,81.22224044716602,71.7467749414578
441,76.16212582986678,76.27671552927771
442,64.17503705232659,57.63547373108295
443,67.86715580320164,59.63924914960924
444,63.45383848603336,61.102076446785134
445,54.09172510949992,57.17643990662002
446,72.2356224341226,65.5399600130188
447,65.63713775570643,68.38177429502306
448,74.04560312208088,68.4284556345154
449,74.83643956501622,64.25756505360657
450,66.83004590093309,59.35007138631775
451,65.79625841222271,59.72243702015275
452,77.7858604171807,72.43526522856229
453,62.022285204384644,55.22350694550505
454,67.41669298778938,58.80584495857353
455,81.97626576895094,74.65021119346089
456,70.3159209100903,66.72660096231155
457,69.8624259528581,55.30405946347521
458,62.36403316811029,50.0933321888754
459,76.28833511620093,67.05412233800487
460,85.70555891545607,77.79518595254473
461,75.43248955302667,72.46700008718786
462,76.04243933884075,66.21345056074587
463,80.0684079459467,75.06889345298733
464,77.91025659410383,67.16195071819908
465,66.33092595606577,57.851200246796886
466,69.84089707017733,70.75458585146224
467,74.99777294253313,68.25174403899874
468,73.42753722544923,68.33595198836453
469,76.73137788814498,66.79739164069466
470,69.85809653343875,61.028748771636025
471,62.862030658560236,58.769581767521146
472,57.42323819719073,55.323678219605206
473,78.05375523338054,77.07977417046264
474,75.97701379942902,72.0792638280164
475,77.25884604780015,70.78808258146508
476,61.65603760425085,53.32652121317196
477,60.465828363031264,58.70052729524684
478,66.77161525877672,60.76575459490773
479,67.65735319259619,68.41504317274828
480,79.70759904500385,66.91442505847472
481,70.06594336100731,66.95986791889943
482,68.01365720372193,67.80507599161497
483,69.20549430773347,52.70647253854734
484,82.04109876138574,70.4277341922334
485,68.21376545957285,65.71711094213512
486,69.2032618459163,66.2723281061441
487,62.59260851556472,63.9962623992567
488,62.864984909308156,67.24858636638479
489,83.13941159888537,75.84173217929826
490,61.142662325347,56.22777330695251
491,74.6804718301517,69.60209375111523
492,71.10229108338426,65.34771442919718
493,71.78697202724244,56.15139014475076
494,74.98458039047539,69.31801581586544
495,70.69336586657026,64.83009462725836
496,68.26007664891125,64.29439150112556
497,67.89832207571017,58.675100560465275
498,71.4807286463656,65.82538129127299
499,81.88291089340278,73.43975054901152
500,70.01580823063624,58.44273442290561
501,70.90369485472304,60.07330541885977
502,54.11711877913173,54.37981576880786
503,62.9233119143198,55.37553731015036
504,66.62522349179521,58.42946776104417
505,65.35660030042114,66.12124254040219
506,63.13650417358084,58.2432283504569
507,74.86228033617759,69.78236605405898
508,73.80789667484552,71.97195572269898
509,78.36491277069469,66.10261971863494
510,82.38012687559595,69.04421936919283
511,64.73407566999165,56.78223208456501
512,61.565699069097946,56.72290661711237
513,68.99278088749654,57.663851497279595
514,76.14702470369697,69.53680065914409
515,84.79846994879797,75.39439714851623
516,67.02968796633506,56.59958790102813
517,70.04470366552428,61.095457614978585
518,62.678231508784606,53.05611296683291
519,72.09518945211398,65.39714705299828
520,77.97130480206931,63.01712628000325
521,87.1011950595293,81.0156505194952
522,78.13832702277736,70.23705394398453
523,81.91539299796263,77.42164435536407
524,64.73863563152732,63.526991286952104
525,75.28955900917266,63.842144793543184
526,86.84821649879521,77.78689294036135
527,72.2609015057269,64.69357629681085
528,70.8732320911468,63.2593105337726
529,66.00346579142688,66.45035649565577
530,76.8203790457402,69.56652238163196
531,72.55728347022156,57.452342297833944
532,74.40768527365425,67.6767898989212
533,73.96958079926762,66.23988059157266
534,76.84860885991486,75.2260278803199
535,79.02620792250463,66.79582422760085
536,77.5050813535993,70.63034754531927
537,56.431973045159495,57.561922779845965
538,64.25952892821732,58.08321610209058
539,74.21538323589579,64.12257449616261
540,64.86130875686469,60.1824069645687
541,68.09159243075696,61.332361851374884
542,77.93563983998739,68.81920357452753
543,70.48049456660844,62.50906893751041
544,64.17785107385855,53.54897938216061
545,69.83834516668624,63.331416802888995
546,81.84854439437166,78.17770960566465
547,80.7827374017025,77.64622217218404
548,71.29321566619,65.35527847530433
549,66.89238854655642,65.5002423573522
550,73.4226433568317,68.53575895278722
551,78.99630906178652,71.46853353598075
552,84.83776419430114,69.72198060667118
553,68.183329742379,62.42891922628688
554,80.58443634904027,74.1807617640838
555,68.4988891551015,64.73002142910356
556,75.42630789193987,67.21191760184213
557,63.87801290935072,56.79410353836568
558,83.72723756736389,69.12164340750195
